Member_number,Date,itemDescription,year,month,day,day_of_week
2087,29/06/2014,whole milk,2014,6,29,6
2087,29/06/2014,dog food,2014,6,29,6
2177,29/06/2014,yogurt,2014,6,29,6
2177,29/06/2014,salty snack,2014,6,29,6
2778,29/06/2014,grapes,2014,6,29,6
2778,29/06/2014,soda,2014,6,29,6
2778,29/06/2014,other vegetables,2014,6,29,6
2839,29/06/2014,beef,2014,6,29,6
2839,29/06/2014,red/blush wine,2014,6,29,6
3529,29/06/2014,pot plants,2014,6,29,6
3529,29/06/2014,pastry,2014,6,29,6
3731,29/06/2014,other vegetables,2014,6,29,6
3731,29/06/2014,brown bread,2014,6,29,6
4068,29/06/2014,onions,2014,6,29,6
4068,29/06/2014,canned beer,2014,6,29,6
4269,29/06/2014,butter milk,2014,6,29,6
4269,29/06/2014,whipped/sour cream,2014,6,29,6
4543,29/06/2014,curd,2014,6,29,6
4543,29/06/2014,long life bakery product,2014,6,29,6
4630,29/06/2014,grapes,2014,6,29,6
4630,29/06/2014,canned fish,2014,6,29,6
4866,29/06/2014,citrus fruit,2014,6,29,6
4866,29/06/2014,soda,2014,6,29,6
1418,30/06/2014,citrus fruit,2014,6,30,0
1418,30/06/2014,bottled water,2014,6,30,0
1674,30/06/2014,chicken,2014,6,30,0
1674,30/06/2014,ice cream,2014,6,30,0
1674,30/06/2014,bottled water,2014,6,30,0
1754,30/06/2014,root vegetables,2014,6,30,0
1754,30/06/2014,pickled vegetables,2014,6,30,0
1935,30/06/2014,mayonnaise,2014,6,30,0
1935,30/06/2014,frozen vegetables,2014,6,30,0
1935,30/06/2014,processed cheese,2014,6,30,0
2758,30/06/2014,whole milk,2014,6,30,0
2758,30/06/2014,yogurt,2014,6,30,0
2849,30/06/2014,sausage,2014,6,30,0
2849,30/06/2014,brown bread,2014,6,30,0
2943,30/06/2014,hamburger meat,2014,6,30,0
2943,30/06/2014,pastry,2014,6,30,0
3263,30/06/2014,chocolate,2014,6,30,0
3263,30/06/2014,sugar,2014,6,30,0
3263,30/06/2014,coffee,2014,6,30,0
3389,30/06/2014,chocolate,2014,6,30,0
3389,30/06/2014,yogurt,2014,6,30,0
3447,30/06/2014,margarine,2014,6,30,0
3447,30/06/2014,soda,2014,6,30,0
3447,30/06/2014,canned fish,2014,6,30,0
3464,30/06/2014,margarine,2014,6,30,0
3464,30/06/2014,chocolate,2014,6,30,0
3476,30/06/2014,meat,2014,6,30,0
3476,30/06/2014,pasta,2014,6,30,0
3508,30/06/2014,citrus fruit,2014,6,30,0
3508,30/06/2014,newspapers,2014,6,30,0
3508,30/06/2014,candy,2014,6,30,0
3768,30/06/2014,ham,2014,6,30,0
3768,30/06/2014,soda,2014,6,30,0
4044,30/06/2014,coffee,2014,6,30,0
4044,30/06/2014,other vegetables,2014,6,30,0
4091,30/06/2014,meat spreads,2014,6,30,0
4091,30/06/2014,sliced cheese,2014,6,30,0
4290,30/06/2014,dessert,2014,6,30,0
4290,30/06/2014,yogurt,2014,6,30,0
4683,30/06/2014,oil,2014,6,30,0
4683,30/06/2014,flour,2014,6,30,0
4842,30/06/2014,pip fruit,2014,6,30,0
4842,30/06/2014,other vegetables,2014,6,30,0
4842,30/06/2014,rolls/buns,2014,6,30,0
4870,30/06/2014,onions,2014,6,30,0
4870,30/06/2014,root vegetables,2014,6,30,0
1049,01/07/2014,specialty bar,2014,7,1,1
1049,01/07/2014,margarine,2014,7,1,1
1113,01/07/2014,whole milk,2014,7,1,1
1113,01/07/2014,yogurt,2014,7,1,1
1113,01/07/2014,newspapers,2014,7,1,1
1320,01/07/2014,mayonnaise,2014,7,1,1
1320,01/07/2014,processed cheese,2014,7,1,1
1364,01/07/2014,citrus fruit,2014,7,1,1
1364,01/07/2014,frozen dessert,2014,7,1,1
1522,01/07/2014,whole milk,2014,7,1,1
1522,01/07/2014,waffles,2014,7,1,1
1522,01/07/2014,shopping bags,2014,7,1,1
1747,01/07/2014,frankfurter,2014,7,1,1
1747,01/07/2014,margarine,2014,7,1,1
1747,01/07/2014,frozen vegetables,2014,7,1,1
1825,01/07/2014,long life bakery product,2014,7,1,1
1825,01/07/2014,UHT-milk,2014,7,1,1
1825,01/07/2014,whole milk,2014,7,1,1
1922,01/07/2014,yogurt,2014,7,1,1
1922,01/07/2014,whipped/sour cream,2014,7,1,1
1947,01/07/2014,whole milk,2014,7,1,1
1947,01/07/2014,berries,2014,7,1,1
1947,01/07/2014,specialty chocolate,2014,7,1,1
1947,01/07/2014,white bread,2014,7,1,1
2026,01/07/2014,other vegetables,2014,7,1,1
2026,01/07/2014,margarine,2014,7,1,1
2236,01/07/2014,bottled beer,2014,7,1,1
2236,01/07/2014,soda,2014,7,1,1
2236,01/07/2014,candy,2014,7,1,1
2369,01/07/2014,beef,2014,7,1,1
2369,01/07/2014,soda,2014,7,1,1
2411,01/07/2014,canned beer,2014,7,1,1
2411,01/07/2014,other vegetables,2014,7,1,1
2573,01/07/2014,zwieback,2014,7,1,1
2573,01/07/2014,brown bread,2014,7,1,1
2588,01/07/2014,whole milk,2014,7,1,1
2588,01/07/2014,coffee,2014,7,1,1
2898,01/07/2014,rolls/buns,2014,7,1,1
2898,01/07/2014,bottled water,2014,7,1,1
3376,01/07/2014,soda,2014,7,1,1
3376,01/07/2014,other vegetables,2014,7,1,1
3376,01/07/2014,cream cheese ,2014,7,1,1
3444,01/07/2014,canned beer,2014,7,1,1
3444,01/07/2014,syrup,2014,7,1,1
3444,01/07/2014,brown bread,2014,7,1,1
3444,01/07/2014,rice,2014,7,1,1
3850,01/07/2014,rolls/buns,2014,7,1,1
3850,01/07/2014,pickled vegetables,2014,7,1,1
3966,01/07/2014,whole milk,2014,7,1,1
3966,01/07/2014,canned beer,2014,7,1,1
4171,01/07/2014,whole milk,2014,7,1,1
4171,01/07/2014,whole milk,2014,7,1,1
4308,01/07/2014,soda,2014,7,1,1
4308,01/07/2014,whole milk,2014,7,1,1
4367,01/07/2014,domestic eggs,2014,7,1,1
4367,01/07/2014,frozen vegetables,2014,7,1,1
4367,01/07/2014,curd,2014,7,1,1
4551,01/07/2014,mayonnaise,2014,7,1,1
4551,01/07/2014,pastry,2014,7,1,1
4722,01/07/2014,hygiene articles,2014,7,1,1
4722,01/07/2014,frozen dessert,2014,7,1,1
4818,01/07/2014,pip fruit,2014,7,1,1
4818,01/07/2014,white bread,2014,7,1,1
4818,01/07/2014,sliced cheese,2014,7,1,1
4969,01/07/2014,soda,2014,7,1,1
4969,01/07/2014,salty snack,2014,7,1,1
4969,01/07/2014,butter milk,2014,7,1,1
4969,01/07/2014,baking powder,2014,7,1,1
1001,02/07/2014,sausage,2014,7,2,2
1001,02/07/2014,whole milk,2014,7,2,2
1001,02/07/2014,rolls/buns,2014,7,2,2
1216,02/07/2014,citrus fruit,2014,7,2,2
1216,02/07/2014,long life bakery product,2014,7,2,2
1343,02/07/2014,chicken,2014,7,2,2
1343,02/07/2014,shopping bags,2014,7,2,2
1343,02/07/2014,other vegetables,2014,7,2,2
1343,02/07/2014,whole milk,2014,7,2,2
1410,02/07/2014,other vegetables,2014,7,2,2
1410,02/07/2014,mustard,2014,7,2,2
1410,02/07/2014,soups,2014,7,2,2
1617,02/07/2014,sauces,2014,7,2,2
1617,02/07/2014,frozen meals,2014,7,2,2
1811,02/07/2014,other vegetables,2014,7,2,2
1811,02/07/2014,hygiene articles,2014,7,2,2
1899,02/07/2014,soda,2014,7,2,2
1899,02/07/2014,fruit/vegetable juice,2014,7,2,2
2168,02/07/2014,grapes,2014,7,2,2
2168,02/07/2014,domestic eggs,2014,7,2,2
2718,02/07/2014,specialty chocolate,2014,7,2,2
2718,02/07/2014,root vegetables,2014,7,2,2
2718,02/07/2014,popcorn,2014,7,2,2
2718,02/07/2014,soups,2014,7,2,2
2834,02/07/2014,other vegetables,2014,7,2,2
2834,02/07/2014,soda,2014,7,2,2
2834,02/07/2014,yogurt,2014,7,2,2
3101,02/07/2014,meat,2014,7,2,2
3101,02/07/2014,domestic eggs,2014,7,2,2
3146,02/07/2014,root vegetables,2014,7,2,2
3146,02/07/2014,other vegetables,2014,7,2,2
3577,02/07/2014,sugar,2014,7,2,2
3577,02/07/2014,fruit/vegetable juice,2014,7,2,2
4058,02/07/2014,whole milk,2014,7,2,2
4058,02/07/2014,flour,2014,7,2,2
4058,02/07/2014,berries,2014,7,2,2
4684,02/07/2014,citrus fruit,2014,7,2,2
4684,02/07/2014,soda,2014,7,2,2
4684,02/07/2014,whipped/sour cream,2014,7,2,2
4762,02/07/2014,newspapers,2014,7,2,2
4762,02/07/2014,misc. beverages,2014,7,2,2
1444,03/07/2014,whole milk,2014,7,3,3
1444,03/07/2014,shopping bags,2014,7,3,3
1444,03/07/2014,newspapers,2014,7,3,3
1721,03/07/2014,bottled water,2014,7,3,3
1721,03/07/2014,soda,2014,7,3,3
1937,03/07/2014,other vegetables,2014,7,3,3
1937,03/07/2014,spread cheese,2014,7,3,3
1990,03/07/2014,rolls/buns,2014,7,3,3
1990,03/07/2014,whole milk,2014,7,3,3
2166,03/07/2014,root vegetables,2014,7,3,3
2166,03/07/2014,other vegetables,2014,7,3,3
2936,03/07/2014,onions,2014,7,3,3
2936,03/07/2014,newspapers,2014,7,3,3
2936,03/07/2014,newspapers,2014,7,3,3
3279,03/07/2014,frankfurter,2014,7,3,3
3279,03/07/2014,packaged fruit/vegetables,2014,7,3,3
3326,03/07/2014,beverages,2014,7,3,3
3326,03/07/2014,whole milk,2014,7,3,3
3464,03/07/2014,salt,2014,7,3,3
3464,03/07/2014,brown bread,2014,7,3,3
3498,03/07/2014,zwieback,2014,7,3,3
3498,03/07/2014,butter,2014,7,3,3
3760,03/07/2014,other vegetables,2014,7,3,3
3760,03/07/2014,red/blush wine,2014,7,3,3
3760,03/07/2014,rolls/buns,2014,7,3,3
3760,03/07/2014,frozen vegetables,2014,7,3,3
3942,03/07/2014,white wine,2014,7,3,3
3942,03/07/2014,condensed milk,2014,7,3,3
3967,03/07/2014,chocolate,2014,7,3,3
3967,03/07/2014,soda,2014,7,3,3
4050,03/07/2014,UHT-milk,2014,7,3,3
4050,03/07/2014,curd,2014,7,3,3
4050,03/07/2014,flower (seeds),2014,7,3,3
4143,03/07/2014,mustard,2014,7,3,3
4143,03/07/2014,salt,2014,7,3,3
1233,04/07/2014,UHT-milk,2014,7,4,4
1233,04/07/2014,curd,2014,7,4,4
1478,04/07/2014,whipped/sour cream,2014,7,4,4
1478,04/07/2014,hard cheese,2014,7,4,4
1553,04/07/2014,pip fruit,2014,7,4,4
1553,04/07/2014,UHT-milk,2014,7,4,4
1553,04/07/2014,soda,2014,7,4,4
2455,04/07/2014,rolls/buns,2014,7,4,4
2455,04/07/2014,coffee,2014,7,4,4
2519,04/07/2014,root vegetables,2014,7,4,4
2519,04/07/2014,soups,2014,7,4,4
2519,04/07/2014,decalcifier,2014,7,4,4
2524,04/07/2014,chocolate,2014,7,4,4
2524,04/07/2014,chocolate,2014,7,4,4
2654,04/07/2014,misc. beverages,2014,7,4,4
2654,04/07/2014,bottled beer,2014,7,4,4
2747,04/07/2014,root vegetables,2014,7,4,4
2747,04/07/2014,dog food,2014,7,4,4
2904,04/07/2014,pip fruit,2014,7,4,4
2904,04/07/2014,sweet spreads,2014,7,4,4
3248,04/07/2014,hamburger meat,2014,7,4,4
3248,04/07/2014,spread cheese,2014,7,4,4
3408,04/07/2014,root vegetables,2014,7,4,4
3408,04/07/2014,waffles,2014,7,4,4
3467,04/07/2014,citrus fruit,2014,7,4,4
3467,04/07/2014,shopping bags,2014,7,4,4
3757,04/07/2014,dessert,2014,7,4,4
3757,04/07/2014,mayonnaise,2014,7,4,4
3768,04/07/2014,brown bread,2014,7,4,4
3768,04/07/2014,hygiene articles,2014,7,4,4
3768,04/07/2014,shopping bags,2014,7,4,4
3892,04/07/2014,newspapers,2014,7,4,4
3892,04/07/2014,specialty vegetables,2014,7,4,4
3903,04/07/2014,baking powder,2014,7,4,4
3903,04/07/2014,fruit/vegetable juice,2014,7,4,4
3966,04/07/2014,root vegetables,2014,7,4,4
3966,04/07/2014,whipped/sour cream,2014,7,4,4
3966,04/07/2014,shopping bags,2014,7,4,4
3972,04/07/2014,baking powder,2014,7,4,4
3972,04/07/2014,butter,2014,7,4,4
4076,04/07/2014,tropical fruit,2014,7,4,4
4076,04/07/2014,whole milk,2014,7,4,4
4206,04/07/2014,whipped/sour cream,2014,7,4,4
4206,04/07/2014,domestic eggs,2014,7,4,4
4637,04/07/2014,pastry,2014,7,4,4
4637,04/07/2014,napkins,2014,7,4,4
1111,05/07/2014,other vegetables,2014,7,5,5
1111,05/07/2014,whipped/sour cream,2014,7,5,5
1381,05/07/2014,pastry,2014,7,5,5
1381,05/07/2014,pastry,2014,7,5,5
1446,05/07/2014,brown bread,2014,7,5,5
1446,05/07/2014,bottled water,2014,7,5,5
1446,05/07/2014,pastry,2014,7,5,5
1446,05/07/2014,curd,2014,7,5,5
1460,05/07/2014,waffles,2014,7,5,5
1460,05/07/2014,yogurt,2014,7,5,5
2094,05/07/2014,other vegetables,2014,7,5,5
2094,05/07/2014,shopping bags,2014,7,5,5
2306,05/07/2014,bottled water,2014,7,5,5
2306,05/07/2014,fruit/vegetable juice,2014,7,5,5
2381,05/07/2014,whole milk,2014,7,5,5
2381,05/07/2014,soda,2014,7,5,5
2381,05/07/2014,pickled vegetables,2014,7,5,5
2453,05/07/2014,sausage,2014,7,5,5
2453,05/07/2014,specialty cheese,2014,7,5,5
2541,05/07/2014,newspapers,2014,7,5,5
2541,05/07/2014,frozen dessert,2014,7,5,5
2699,05/07/2014,nuts/prunes,2014,7,5,5
2699,05/07/2014,soda,2014,7,5,5
3165,05/07/2014,pip fruit,2014,7,5,5
3165,05/07/2014,whole milk,2014,7,5,5
3213,05/07/2014,whipped/sour cream,2014,7,5,5
3213,05/07/2014,hygiene articles,2014,7,5,5
3324,05/07/2014,ice cream,2014,7,5,5
3324,05/07/2014,other vegetables,2014,7,5,5
3855,05/07/2014,specialty chocolate,2014,7,5,5
3855,05/07/2014,vinegar,2014,7,5,5
3932,05/07/2014,coffee,2014,7,5,5
3932,05/07/2014,bottled beer,2014,7,5,5
4082,05/07/2014,pastry,2014,7,5,5
4082,05/07/2014,domestic eggs,2014,7,5,5
4082,05/07/2014,dish cleaner,2014,7,5,5
4115,05/07/2014,shopping bags,2014,7,5,5
4115,05/07/2014,coffee,2014,7,5,5
4697,05/07/2014,semi-finished bread,2014,7,5,5
4697,05/07/2014,bottled water,2014,7,5,5
4779,05/07/2014,pip fruit,2014,7,5,5
4779,05/07/2014,pastry,2014,7,5,5
4806,05/07/2014,liquor,2014,7,5,5
4806,05/07/2014,margarine,2014,7,5,5
1022,06/07/2014,sausage,2014,7,6,6
1022,06/07/2014,fruit/vegetable juice,2014,7,6,6
1063,06/07/2014,whole milk,2014,7,6,6
1063,06/07/2014,citrus fruit,2014,7,6,6
1276,06/07/2014,dessert,2014,7,6,6
1276,06/07/2014,house keeping products,2014,7,6,6
1304,06/07/2014,hamburger meat,2014,7,6,6
1304,06/07/2014,other vegetables,2014,7,6,6
1615,06/07/2014,herbs,2014,7,6,6
1615,06/07/2014,white bread,2014,7,6,6
1615,06/07/2014,curd cheese,2014,7,6,6
1654,06/07/2014,whole milk,2014,7,6,6
1654,06/07/2014,other vegetables,2014,7,6,6
1674,06/07/2014,detergent,2014,7,6,6
1674,06/07/2014,tropical fruit,2014,7,6,6
1674,06/07/2014,soda,2014,7,6,6
1674,06/07/2014,margarine,2014,7,6,6
1754,06/07/2014,pastry,2014,7,6,6
1754,06/07/2014,bottled water,2014,7,6,6
1779,06/07/2014,long life bakery product,2014,7,6,6
1779,06/07/2014,rolls/buns,2014,7,6,6
1830,06/07/2014,citrus fruit,2014,7,6,6
1830,06/07/2014,bottled water,2014,7,6,6
1853,06/07/2014,hygiene articles,2014,7,6,6
1853,06/07/2014,bottled water,2014,7,6,6
1853,06/07/2014,candy,2014,7,6,6
2014,06/07/2014,dessert,2014,7,6,6
2014,06/07/2014,brown bread,2014,7,6,6
2183,06/07/2014,other vegetables,2014,7,6,6
2183,06/07/2014,vinegar,2014,7,6,6
2272,06/07/2014,frankfurter,2014,7,6,6
2272,06/07/2014,whole milk,2014,7,6,6
2589,06/07/2014,whole milk,2014,7,6,6
2589,06/07/2014,bottled water,2014,7,6,6
2589,06/07/2014,whipped/sour cream,2014,7,6,6
2955,06/07/2014,hamburger meat,2014,7,6,6
2955,06/07/2014,soda,2014,7,6,6
2955,06/07/2014,pastry,2014,7,6,6
2955,06/07/2014,newspapers,2014,7,6,6
2962,06/07/2014,root vegetables,2014,7,6,6
2962,06/07/2014,brown bread,2014,7,6,6
2965,06/07/2014,newspapers,2014,7,6,6
2965,06/07/2014,coffee,2014,7,6,6
3090,06/07/2014,newspapers,2014,7,6,6
3090,06/07/2014,shopping bags,2014,7,6,6
3141,06/07/2014,brown bread,2014,7,6,6
3141,06/07/2014,ketchup,2014,7,6,6
3141,06/07/2014,soda,2014,7,6,6
3280,06/07/2014,beef,2014,7,6,6
3280,06/07/2014,soda,2014,7,6,6
3295,06/07/2014,hamburger meat,2014,7,6,6
3295,06/07/2014,other vegetables,2014,7,6,6
3295,06/07/2014,chocolate marshmallow,2014,7,6,6
3359,06/07/2014,shopping bags,2014,7,6,6
3359,06/07/2014,butter,2014,7,6,6
3479,06/07/2014,turkey,2014,7,6,6
3479,06/07/2014,long life bakery product,2014,7,6,6
3714,06/07/2014,other vegetables,2014,7,6,6
3714,06/07/2014,butter,2014,7,6,6
3832,06/07/2014,condensed milk,2014,7,6,6
3832,06/07/2014,bottled water,2014,7,6,6
3832,06/07/2014,bottled beer,2014,7,6,6
4364,06/07/2014,whole milk,2014,7,6,6
4364,06/07/2014,rolls/buns,2014,7,6,6
4859,06/07/2014,other vegetables,2014,7,6,6
4859,06/07/2014,curd,2014,7,6,6
4984,06/07/2014,pastry,2014,7,6,6
4984,06/07/2014,domestic eggs,2014,7,6,6
1041,07/07/2014,prosecco,2014,7,7,0
1041,07/07/2014,dessert,2014,7,7,0
1138,07/07/2014,citrus fruit,2014,7,7,0
1138,07/07/2014,napkins,2014,7,7,0
1478,07/07/2014,chicken,2014,7,7,0
1478,07/07/2014,pastry,2014,7,7,0
1547,07/07/2014,onions,2014,7,7,0
1547,07/07/2014,whole milk,2014,7,7,0
1547,07/07/2014,cling film/bags,2014,7,7,0
1609,07/07/2014,pickled vegetables,2014,7,7,0
1609,07/07/2014,butter,2014,7,7,0
1930,07/07/2014,finished products,2014,7,7,0
1930,07/07/2014,UHT-milk,2014,7,7,0
2043,07/07/2014,shopping bags,2014,7,7,0
2043,07/07/2014,fruit/vegetable juice,2014,7,7,0
2120,07/07/2014,bottled beer,2014,7,7,0
2120,07/07/2014,whole milk,2014,7,7,0
2559,07/07/2014,other vegetables,2014,7,7,0
2559,07/07/2014,rolls/buns,2014,7,7,0
2571,07/07/2014,pastry,2014,7,7,0
2571,07/07/2014,long life bakery product,2014,7,7,0
2571,07/07/2014,sliced cheese,2014,7,7,0
2571,07/07/2014,yogurt,2014,7,7,0
2697,07/07/2014,coffee,2014,7,7,0
2697,07/07/2014,soft cheese,2014,7,7,0
2742,07/07/2014,other vegetables,2014,7,7,0
2742,07/07/2014,UHT-milk,2014,7,7,0
2753,07/07/2014,whole milk,2014,7,7,0
2753,07/07/2014,butter,2014,7,7,0
2829,07/07/2014,pork,2014,7,7,0
2829,07/07/2014,soda,2014,7,7,0
2832,07/07/2014,whole milk,2014,7,7,0
2832,07/07/2014,newspapers,2014,7,7,0
2863,07/07/2014,hamburger meat,2014,7,7,0
2863,07/07/2014,tidbits,2014,7,7,0
2984,07/07/2014,whole milk,2014,7,7,0
2984,07/07/2014,pickled vegetables,2014,7,7,0
2984,07/07/2014,soda,2014,7,7,0
3082,07/07/2014,pip fruit,2014,7,7,0
3082,07/07/2014,canned vegetables,2014,7,7,0
3082,07/07/2014,cling film/bags,2014,7,7,0
3139,07/07/2014,pot plants,2014,7,7,0
3139,07/07/2014,soda,2014,7,7,0
3206,07/07/2014,root vegetables,2014,7,7,0
3206,07/07/2014,domestic eggs,2014,7,7,0
3678,07/07/2014,pasta,2014,7,7,0
3678,07/07/2014,hygiene articles,2014,7,7,0
3718,07/07/2014,soda,2014,7,7,0
3718,07/07/2014,bottled water,2014,7,7,0
3718,07/07/2014,hygiene articles,2014,7,7,0
3811,07/07/2014,whole milk,2014,7,7,0
3811,07/07/2014,soda,2014,7,7,0
4123,07/07/2014,bottled water,2014,7,7,0
4123,07/07/2014,cooking chocolate,2014,7,7,0
4232,07/07/2014,root vegetables,2014,7,7,0
4232,07/07/2014,popcorn,2014,7,7,0
4232,07/07/2014,long life bakery product,2014,7,7,0
4232,07/07/2014,domestic eggs,2014,7,7,0
4310,07/07/2014,specialty chocolate,2014,7,7,0
4310,07/07/2014,whole milk,2014,7,7,0
4310,07/07/2014,red/blush wine,2014,7,7,0
4338,07/07/2014,semi-finished bread,2014,7,7,0
4338,07/07/2014,salty snack,2014,7,7,0
4338,07/07/2014,waffles,2014,7,7,0
4338,07/07/2014,frozen dessert,2014,7,7,0
4373,07/07/2014,pork,2014,7,7,0
4373,07/07/2014,house keeping products,2014,7,7,0
4486,07/07/2014,yogurt,2014,7,7,0
4486,07/07/2014,herbs,2014,7,7,0
4688,07/07/2014,fruit/vegetable juice,2014,7,7,0
4688,07/07/2014,cat food,2014,7,7,0
4743,07/07/2014,nuts/prunes,2014,7,7,0
4743,07/07/2014,coffee,2014,7,7,0
4837,07/07/2014,other vegetables,2014,7,7,0
4837,07/07/2014,hard cheese,2014,7,7,0
4871,07/07/2014,chocolate,2014,7,7,0
4871,07/07/2014,canned beer,2014,7,7,0
4871,07/07/2014,frozen fish,2014,7,7,0
1058,08/07/2014,yogurt,2014,7,8,1
1058,08/07/2014,root vegetables,2014,7,8,1
1173,08/07/2014,specialty bar,2014,7,8,1
1173,08/07/2014,newspapers,2014,7,8,1
1287,08/07/2014,canned fruit,2014,7,8,1
1287,08/07/2014,whipped/sour cream,2014,7,8,1
1979,08/07/2014,beef,2014,7,8,1
1979,08/07/2014,whole milk,2014,7,8,1
1979,08/07/2014,detergent,2014,7,8,1
2271,08/07/2014,root vegetables,2014,7,8,1
2271,08/07/2014,pickled vegetables,2014,7,8,1
2449,08/07/2014,newspapers,2014,7,8,1
2449,08/07/2014,canned beer,2014,7,8,1
2481,08/07/2014,tropical fruit,2014,7,8,1
2481,08/07/2014,root vegetables,2014,7,8,1
2645,08/07/2014,dessert,2014,7,8,1
2645,08/07/2014,yogurt,2014,7,8,1
2823,08/07/2014,pastry,2014,7,8,1
2823,08/07/2014,napkins,2014,7,8,1
2956,08/07/2014,butter milk,2014,7,8,1
2956,08/07/2014,yogurt,2014,7,8,1
3013,08/07/2014,sauces,2014,7,8,1
3013,08/07/2014,ice cream,2014,7,8,1
3015,08/07/2014,root vegetables,2014,7,8,1
3015,08/07/2014,other vegetables,2014,7,8,1
3237,08/07/2014,other vegetables,2014,7,8,1
3237,08/07/2014,rolls/buns,2014,7,8,1
3237,08/07/2014,sweet spreads,2014,7,8,1
3386,08/07/2014,other vegetables,2014,7,8,1
3386,08/07/2014,baking powder,2014,7,8,1
3604,08/07/2014,tropical fruit,2014,7,8,1
3604,08/07/2014,soda,2014,7,8,1
3761,08/07/2014,soft cheese,2014,7,8,1
3761,08/07/2014,whipped/sour cream,2014,7,8,1
3928,08/07/2014,citrus fruit,2014,7,8,1
3928,08/07/2014,shopping bags,2014,7,8,1
3928,08/07/2014,domestic eggs,2014,7,8,1
3956,08/07/2014,margarine,2014,7,8,1
3956,08/07/2014,canned fish,2014,7,8,1
4066,08/07/2014,zwieback,2014,7,8,1
4066,08/07/2014,citrus fruit,2014,7,8,1
4114,08/07/2014,chicken,2014,7,8,1
4114,08/07/2014,flour,2014,7,8,1
4291,08/07/2014,bottled water,2014,7,8,1
4291,08/07/2014,coffee,2014,7,8,1
4291,08/07/2014,sugar,2014,7,8,1
4291,08/07/2014,bottled water,2014,7,8,1
4741,08/07/2014,frozen vegetables,2014,7,8,1
4741,08/07/2014,flower (seeds),2014,7,8,1
4851,08/07/2014,turkey,2014,7,8,1
4851,08/07/2014,packaged fruit/vegetables,2014,7,8,1
4851,08/07/2014,frozen vegetables,2014,7,8,1
1101,09/07/2014,whole milk,2014,7,9,2
1101,09/07/2014,processed cheese,2014,7,9,2
1218,09/07/2014,pork,2014,7,9,2
1218,09/07/2014,frozen meals,2014,7,9,2
1244,09/07/2014,UHT-milk,2014,7,9,2
1244,09/07/2014,soft cheese,2014,7,9,2
1312,09/07/2014,tropical fruit,2014,7,9,2
1312,09/07/2014,rolls/buns,2014,7,9,2
1747,09/07/2014,roll products ,2014,7,9,2
1747,09/07/2014,rolls/buns,2014,7,9,2
1801,09/07/2014,other vegetables,2014,7,9,2
1801,09/07/2014,soda,2014,7,9,2
1810,09/07/2014,pork,2014,7,9,2
1810,09/07/2014,other vegetables,2014,7,9,2
1878,09/07/2014,curd,2014,7,9,2
1878,09/07/2014,UHT-milk,2014,7,9,2
1979,09/07/2014,root vegetables,2014,7,9,2
1979,09/07/2014,whole milk,2014,7,9,2
2014,09/07/2014,dessert,2014,7,9,2
2014,09/07/2014,frozen vegetables,2014,7,9,2
2059,09/07/2014,whole milk,2014,7,9,2
2059,09/07/2014,napkins,2014,7,9,2
2152,09/07/2014,whipped/sour cream,2014,7,9,2
2152,09/07/2014,flour,2014,7,9,2
2371,09/07/2014,meat,2014,7,9,2
2371,09/07/2014,nuts/prunes,2014,7,9,2
2633,09/07/2014,frozen meals,2014,7,9,2
2633,09/07/2014,frozen potato products,2014,7,9,2
3082,09/07/2014,tropical fruit,2014,7,9,2
3082,09/07/2014,tropical fruit,2014,7,9,2
3200,09/07/2014,butter,2014,7,9,2
3200,09/07/2014,berries,2014,7,9,2
3487,09/07/2014,rolls/buns,2014,7,9,2
3487,09/07/2014,domestic eggs,2014,7,9,2
3528,09/07/2014,soda,2014,7,9,2
3528,09/07/2014,liquor (appetizer),2014,7,9,2
3528,09/07/2014,salty snack,2014,7,9,2
3589,09/07/2014,frozen fish,2014,7,9,2
3589,09/07/2014,pastry,2014,7,9,2
3653,09/07/2014,other vegetables,2014,7,9,2
